epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
140,47942.9,0.72011,0.42983,1.01506,0.75172,0.62335,0.68052,0.41533,1.70409,1.40761,1.84934,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,48280.9,0.71019,0.42415,1.01098,0.75379,0.62249,0.67938,0.41493,1.706,1.41386,1.85339,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,48618.7,0.69753,0.41219,1.00159,0.7557,0.62094,0.67838,0.4155,1.70772,1.41948,1.85758,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,48957.2,0.68846,0.40814,0.99643,0.7424,0.62221,0.67806,0.41526,1.70913,1.42633,1.86115,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,49295.2,0.68253,0.40807,0.99579,0.74889,0.62066,0.67783,0.41458,1.71118,1.43283,1.86654,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,49633,0.67516,0.40289,0.99204,0.75494,0.61893,0.6771,0.41449,1.7133,1.43935,1.87133,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,49971,0.66151,0.39657,0.985,0.75381,0.61726,0.67532,0.41422,1.71521,1.44579,1.87603,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,50309.3,0.65671,0.39207,0.98199,0.75483,0.61669,0.67491,0.41422,1.71731,1.45207,1.88115,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,50647.6,0.65412,0.39216,0.98144,0.77022,0.60887,0.67344,0.41435,1.7188,1.45819,1.88559,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,50986.3,0.64493,0.38512,0.97658,0.75915,0.61036,0.67387,0.41386,1.72022,1.46471,1.89014,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,51324.7,0.63771,0.38236,0.973,0.75885,0.6093,0.67282,0.41316,1.72148,1.47006,1.89418,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
